,School,CDS_CODE,ncesId,Latitude,Longitude,public_schools_in_range_gs_weight,public_schools_in_range_ps_weight,public_schools_in_range_total,neighborhood_GS_score,neighborhood_PS_score
1409,Cottonwood Creek Charter,45699550121640,060999012647,40.386707,-122.27977,0,0,0.0,NA,NA
1410,PACE Academy Charter,45699710135830,061281014194,40.561832,-122.35690,0,0,0.0,NA,NA
1411,Redding Collegiate Academy,45699710135848,061281014193,40.561832,-122.35690,0,0,0.0,NA,NA
1412,Stellar Charter,45701100135889,063204014118,40.530906,-122.37241,0,0,0.0,NA,NA
1413,Stellar Secondary Charter High,45701104530341,063204010673,40.531590,-122.37417,0,0,0.0,NA,NA
1414,Stellar Charter,45701106116925,063204008382,40.531590,-122.37417,0,0,0.0,NA,NA
1415,Monarch Learning Center,45701106117931,063204008636,40.537453,-122.38903,0,0,0.0,NA,NA
1416,University Preparatory,45701360106013,063660011467,40.586623,-122.40339,0,0,0.0,NA,NA
1417,Shasta Charter Academy,45701364530267,063660008391,40.576201,-122.37261,0,0,0.0,NA,NA
1418,Northern Summit Academy,45701690129957,064242013799,40.455312,-122.29096,0,0,0.0,NA,NA
1419,New Day Academy - Shasta,45701690134031,064242014052,40.631086,-121.90605,0,0,0.0,NA,NA
1420,Phoenix Charter Academy,45701690136440,064242014159,40.575795,-122.35501,0,0,0.0,NA,NA
1421,New Day Academy,45701690137117,064242014345,41.484316,-120.54442,0,0,0.0,NA,NA
1422,Rocky Point Charter,45752670113407,061495011927,40.617395,-122.39977,0,0,0.0,NA,NA
1423,Redding School of the Arts II,45752670115345,061495012118,40.596261,-122.32361,0,0,0.0,NA,NA
1424,Academy of Personalized Learning,45752670120170,061495012533,40.575738,-122.35497,0,0,0.0,NA,NA
1425,North Woods Discovery,45752676117840,061495010422,40.715388,-122.33338,0,0,0.0,NA,NA
1426,Golden Eagle Charter,47104700117168,069103812203,41.287230,-122.30436,0,0,0.0,NA,NA
1427,Northern United - Siskiyou Charter,47104700137372,069103814256,41.728740,-122.63768,0,0,0.0,NA,NA
1428,Dixon Montessori Charter,48705320122267,061128011473,38.447984,-121.83186,0,0,0.0,NA,NA
1429,Alternative Cooperative Education Charter,48705730122523,064059012697,38.364557,-122.00149,0,0,0.0,NA,NA
1430,Kairos Public School Vacaville Academy,48705730129494,064059013743,38.352384,-121.99034,0,0,0.0,NA,NA
1431,Ernest Kimme Charter Academy for Independent Learning,48705730135095,064059014015,38.337640,-121.96894,0,0,0.0,NA,NA
1432,Elise P. Buckingham Charter Magnet High,48705734830113,064059002846,38.347828,-121.98784,0,0,0.0,NA,NA
1433,Fairmont Charter Elementary,48705736051338,064059006701,38.346328,-121.96675,0,0,0.0,NA,NA
1434,Vallejo Charter,48705810115469,064074012088,38.109073,-122.21471,31235,33055,10102.0,3.091961987725203,3.272124331815482
1435,Caliber: ChangeMakers Academy,48705810134262,064074014030,38.118517,-122.25045,26855,30244,9533.0,2.817056540438477,3.1725584810657717
1436,MIT Griffin Academy Middle,48705810137380,064074014264,38.148120,-122.24922,9439,7148,3169.0,2.978542126853897,2.255601136005049
1437,MIT Academy,48705814830196,064074010681,38.150659,-122.24556,9439,7148,3169.0,2.978542126853897,2.255601136005049
1438,Mare Island Technology Academy,48705816116255,064074008398,38.150659,-122.24556,9439,7148,3169.0,2.978542126853897,2.255601136005049
1439,West County Charter Middle,49706070135327,060267014122,38.473320,-122.88807,0,0,0.0,NA,NA
1440,Stony Point Academy,49706150127662,060438013478,38.413002,-122.73000,0,0,0.0,NA,NA
1441,Cinnabar Charter,49706496051635,060870000884,38.257810,-122.66326,0,0,0.0,NA,NA
1442,Dunham Charter,49706720122440,061161012748,38.321292,-122.75843,0,0,0.0,NA,NA
1443,Forestville Academy,49706800112987,061401012023,38.472109,-122.88747,0,0,0.0,NA,NA
1444,Gravenstein Elementary,49707146051742,061584002000,38.364036,-122.78484,0,0,0.0,NA,NA
1445,Hillcrest Middle,49707146051759,061584002001,38.369241,-122.80697,0,0,0.0,NA,NA
1446,California STEAM Sonoma II,49707220136465,061632014078,38.511197,-122.99636,0,0,0.0,NA,NA
1447,Guerneville Elementary,49707226051767,061632002031,38.507090,-122.99708,0,0,0.0,NA,NA
1448,Salmon Creek School - A Charter,49707306110639,061662001736,38.388586,-122.93219,0,0,0.0,NA,NA
1449,Pathways Charter,49707306120588,061662010685,38.354348,-122.70888,0,0,0.0,NA,NA
1450,California Virtual Academy @ Sonoma,49707970107284,062154011478,34.275868,-118.79798,46756,30169,7458.0,6.269241083400376,4.045186377044784
1451,California STEAM Sonoma,49707970134296,062154014011,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1452,Liberty Elementary,49707976051833,062154002570,38.281953,-122.70749,0,0,0.0,NA,NA
1453,Mark West Charter,49708050105890,062400011479,38.502224,-122.75907,0,0,0.0,NA,NA
1454,San Miguel Elementary,49708056051858,062400003611,38.512376,-122.76032,0,0,0.0,NA,NA
1455,John B. Riebli Elementary,49708056111066,062400001766,38.500826,-122.74163,0,0,0.0,NA,NA
1456,Pivot Online Charter - North Bay,49708390120584,062784012484,38.465963,-122.72884,0,0,0.0,NA,NA
1457,Pivot Charter School - North Bay,49708390138065,062784014244,38.465996,-122.72881,0,0,0.0,NA,NA
1458,Oak Grove Elementary/Willowside Middle,49708396051890,062784004226,38.438127,-122.80640,0,0,0.0,NA,NA
1459,River Montessori Elementary Charter,49708470119750,062832012549,38.226096,-122.58680,0,0,0.0,NA,NA
1460,Loma Vista Immersion Academy,49708470127555,062832013259,38.254278,-122.62579,0,0,0.0,NA,NA
1461,Old Adobe Elementary Charter,49708476051924,062832004386,38.261970,-122.59788,0,0,0.0,NA,NA
1462,Miwok Valley Elementary Charter,49708476072136,062832004385,38.236512,-122.61112,0,0,0.0,NA,NA
1463,Sonoma Mountain Elementary,49708476114755,062832007455,38.266652,-122.62909,0,0,0.0,NA,NA
1464,Sixth Grade Charter Academy at Petaluma Jr. High,49708540124339,063023012877,38.230784,-122.65850,0,0,0.0,NA,NA
1465,Penngrove Elementary,49708546051981,063023004722,38.299782,-122.66790,0,0,0.0,NA,NA
1466,Live Oak Charter,49708546119036,063023010431,38.241034,-122.62841,0,0,0.0,NA,NA
1467,Gateway to College Academy,49708620128157,063025013360,38.267580,-122.63515,0,0,0.0,NA,NA
1468,Petaluma Accelerated Charter,49708620131961,063025013937,38.244327,-122.63329,0,0,0.0,NA,NA
1469,Mary Collins Charter School at Cherry Valley,49708626051932,063025004716,38.244300,-122.65472,0,0,0.0,NA,NA
1470,Northwest Prep Charter,49708700106344,063045011480,38.467124,-122.77276,0,0,0.0,NA,NA
1471,Olivet Elementary Charter,49708706066344,063045004738,38.464860,-122.80682,0,0,0.0,NA,NA
1472,Morrice Schaefer Charter,49708706109144,063045009993,38.474507,-122.74564,0,0,0.0,NA,NA
1473,Piner-Olivet Charter,49708706113492,063045006676,38.481403,-122.76429,0,0,0.0,NA,NA
1474,Rincon Valley Charter,49708960102525,063264011481,38.469424,-122.65288,0,0,0.0,NA,NA
1475,Spring Creek Matanzas Charter,49708966052039,063264005079,38.437281,-122.66983,0,0,0.0,NA,NA
1476,Whited Elementary Charter,49708966052047,063264005080,38.464556,-122.66210,0,0,0.0,NA,NA
1477,Village Elementary Charter,49708966052070,063264005083,38.444424,-122.67538,0,0,0.0,NA,NA
1478,Binkley Elementary Charter,49708966085229,063264005077,38.473483,-122.66183,0,0,0.0,NA,NA
1479,Roseland Charter,49709040101923,063351011178,38.420990,-122.73520,0,0,0.0,NA,NA
1480,Santa Rosa Charter School for the Arts,49709120113530,063581011850,38.446983,-122.71470,0,0,0.0,NA,NA
1481,Santa Rosa French-American Charter (SRFACS),49709120125831,063581006119,38.440965,-122.69718,0,0,0.0,NA,NA
1482,Cesar Chavez Language Academy,49709120128074,063581013339,38.425912,-122.74583,0,0,0.0,NA,NA
1483,Hope Academy,49709120134098,063581014055,38.425912,-122.74583,0,0,0.0,NA,NA
1484,Santa Rosa Charter,49709126113278,063581005444,38.432478,-122.70138,0,0,0.0,NA,NA
1485,Kid Street Learning Center Charter,49709126116958,063581008401,38.441122,-122.72175,0,0,0.0,NA,NA
1486,Santa Rosa Accelerated Charter,49709200102533,063583011482,38.482200,-122.67004,0,0,0.0,NA,NA
1487,Abraxis Charter,49709200108811,063583011483,38.447201,-122.72653,0,0,0.0,NA,NA
1488,REACH,49709380120121,063618012469,38.391305,-122.85024,0,0,0.0,NA,NA
1489,Sebastopol Independent Charter,49709386113039,063618005457,38.413022,-122.84320,0,0,0.0,NA,NA
1490,Woodland Star Charter,49709530105866,063720011484,38.312376,-122.49844,0,0,0.0,NA,NA
1491,Sonoma Charter,49709536111678,063720004112,38.322803,-122.48739,0,0,0.0,NA,NA
1492,Orchard View,49709614930319,064023008651,38.389205,-122.85142,0,0,0.0,NA,NA
1493,Sunridge Charter,49709614930350,064023010687,38.393082,-122.82336,0,0,0.0,NA,NA
1494,Twin Hills Charter Middle,49709616052302,064023006653,38.379804,-122.83658,0,0,0.0,NA,NA
1495,Wright Charter,49710356052377,064320007016,38.419066,-122.77598,0,0,0.0,NA,NA
1496,Credo High,49738820123786,060994012635,38.323575,-122.68170,0,0,0.0,NA,NA
1497,Academy of Arts and Sciences: Sonoma,49738820127092,060994013111,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1498,Village Charter,49753580114934,060003411882,38.465778,-122.77283,0,0,0.0,NA,NA
1499,Insight School of California - North Bay,49753580117986,060003412211,38.547468,-122.80662,0,0,0.0,NA,NA
1500,Cali Calmecac Language Academy,49753586052369,060003406983,38.550812,-122.82608,0,0,0.0,NA,NA
1501,Healdsburg Charter,49753900124230,060004412872,38.612476,-122.86173,0,0,0.0,NA,NA
1502,Great Valley Academy,50105040117457,069104112249,37.684989,-121.01244,0,0,0.0,NA,NA
1503,Stanislaus Alternative Charter,50105040129023,069104113669,37.639359,-120.99615,0,0,0.0,NA,NA
1504,Valley Charter High,50105045030234,069104108409,37.647462,-121.01042,0,0,0.0,NA,NA
1505,Whitmore Charter School of Art & Technology,50710430107128,060813011487,37.583917,-120.93328,0,0,0.0,NA,NA
1506,Whitmore Charter High,50710430107136,060813011488,37.583917,-120.93328,0,0,0.0,NA,NA
1507,Aspire Summit Charter Academy,50710430112292,060813011809,37.609215,-120.95845,0,0,0.0,NA,NA
1508,Whitmore Charter School of Personalized Learning,50710436120828,060813010691,37.583917,-120.93328,0,0,0.0,NA,NA
1509,Denair Academic Avenues,50710680121574,061104012826,No Data,No Data,0,0,0.0,NA,NA
1510,Denair Elementary Charter Academy,50710680132662,061104013930,37.526811,-120.80015,0,0,0.0,NA,NA
1511,Denair Charter Academy,50710685030267,061104010438,37.523901,-120.80310,0,0,0.0,NA,NA
1512,Gratton Charter,50710840120089,061581012452,37.572899,-120.79204,0,0,0.0,NA,NA
1513,Hart-Ransom Academic Charter,50710926112965,061665005478,37.667211,-121.06630,0,0,0.0,NA,NA
1514,Hickman Elementary,50711006052559,061716002171,37.620770,-120.74941,0,0,0.0,NA,NA
1515,Hickman Charter,50711006112627,061716005507,37.620328,-120.74830,0,0,0.0,NA,NA
1516,Hickman Middle,50711006116388,061716008411,37.620770,-120.74941,0,0,0.0,NA,NA
1517,Keyes to Learning Charter,50711346113286,061962006745,37.552793,-120.90738,0,0,0.0,NA,NA
1518,Aspire University Charter,50711670137265,062513014342,37.618789,-121.00358,0,0,0.0,NA,NA
1519,Connecting Waters Charter School - Central Valley,50711670138057,062513014327,37.670894,-121.02788,0,0,0.0,NA,NA
1520,Aspire Vanguard College Preparatory Academy,50711750120212,062515012511,37.618270,-121.00315,0,0,0.0,NA,NA
1521,Modesto Virtual Academy,50711750122549,062515012793,No Data,No Data,0,0,0.0,NA,NA
1522,Paradise Charter,50712090112383,062979011813,37.623867,-121.05567,0,0,0.0,NA,NA
1523,Roberts Ferry Charter School Academy,50712330121525,063321012712,37.638505,-120.61875,0,0,0.0,NA,NA
1524,Independence Charter,50712660120063,063390012472,37.695585,-121.05864,0,0,0.0,NA,NA
1525,Great Valley Academy - Salida,50712660124768,063390012945,37.728651,-121.07791,0,0,0.0,NA,NA
1526,Shiloh Charter,50712740121558,063666012799,37.608931,-121.11805,0,0,0.0,NA,NA
1527,Aspire University Charter,50712900118125,063867012365,37.685972,-120.97601,0,0,0.0,NA,NA
1528,Riverbank Language Academy,50755560113852,060006111925,37.735011,-120.95283,0,0,0.0,NA,NA
1529,Oakdale Charter,50755645030176,060006206752,37.771962,-120.83823,0,0,0.0,NA,NA
1530,Connecting Waters Charter,50755725030317,060006310698,37.639703,-120.76298,0,0,0.0,NA,NA
1531,eCademy Charter at Crane,50757390124669,060015812929,37.497192,-120.83978,0,0,0.0,NA,NA
1532,Fusion Charter,50757390131185,060015813826,37.478178,-120.85399,0,0,0.0,NA,NA
1533,AeroSTEM Academy,51105120138040,069104214234,39.130282,-121.61047,0,0,0.0,NA,NA
1534,South Sutter Charter,51714070109793,062380011518,38.811091,-121.54347,0,0,0.0,NA,NA
1535,California Virtual Academy at Sutter,51714150129007,062469013698,34.275868,-118.79798,46756,30169,7458.0,6.269241083400376,4.045186377044784
1536,California Prep Sutter K-7,51714150132753,062469013931,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1537,California Prep Sutter 8-12,51714150132761,062469013932,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1538,California Virtual Academy @ Sutter,51714230111161,062775011817,34.276457,-118.78862,49741,33480,8197.0,6.068195681346834,4.084421129681591
1539,Sutter Peak Charter Academy,51714230132977,062775013958,39.187397,-121.67982,0,0,0.0,NA,NA
1540,Inspire Charter School - North,51714560133934,064290014025,39.062942,-121.83736,0,0,0.0,NA,NA
1541,Winship Community,51714566053334,064290006984,39.063424,-121.83721,0,0,0.0,NA,NA
1542,Twin Rivers Charter,51714640107318,064347011519,39.163794,-121.62400,0,0,0.0,NA,NA
1543,Yuba City Charter,51714645130125,064347008658,39.128385,-121.61286,0,0,0.0,NA,NA
1544,Sacramento River Discovery Charter,52105205230073,069104310443,40.184171,-122.24645,0,0,0.0,NA,NA
1545,Lincoln Street,52105206119606,069104310442,40.178002,-122.24453,0,0,0.0,NA,NA
1546,Tehama eLearning Academy,52105206119671,069104310699,40.174983,-122.24041,0,0,0.0,NA,NA
1547,Lassen-Antelope Volcanic Academy (LAVA),52714720134403,060276014049,40.183819,-122.24537,0,0,0.0,NA,NA
1548,Evergreen Institute of Excellence,52715220132597,061317013933,40.358171,-122.33204,0,0,0.0,NA,NA
1549,Educational Outreach Academy,52716390118026,063201012304,40.177500,-122.25416,0,0,0.0,NA,NA
1550,California Heritage Youthbuild Academy II,53105380125633,069104412995,40.539618,-122.30278,0,0,0.0,NA,NA
1551,Mountain Academy Charter,53105380134395,069104414031,40.738299,-122.95048,0,0,0.0,NA,NA
1552,University Preparatory High,54105460119602,069104512387,36.322965,-119.31416,0,0,0.0,NA,NA
1553,Valley Life Charter,54105460124057,069104512862,36.312020,-119.33244,0,0,0.0,NA,NA
1554,Sycamore Valley Academy,54105460125542,069104513015,36.298371,-119.42088,0,0,0.0,NA,NA
1555,Blue Oak Academy,54105460135459,069104514157,36.298876,-119.24264,0,0,0.0,NA,NA
1556,La Sierra High,54105465430327,069104508660,36.341868,-119.27362,0,0,0.0,NA,NA
1557,Eleanor Roosevelt Community Learning Center,54105466119291,069104510445,36.360255,-119.17135,0,0,0.0,NA,NA
1558,California Connections Academy@Central,54718030112458,060201011819,35.887732,-119.48734,0,0,0.0,NA,NA
1559,Summit Charter Academy,54718370109009,060657011526,36.060646,-119.06197,0,0,0.0,NA,NA
1560,Burton Horizon Academy,54718370122705,060657012691,36.065891,-119.04876,0,0,0.0,NA,NA
1561,Loma Vista Charter,54719930124776,062187012847,36.207026,-119.08252,0,0,0.0,NA,NA
1562,Sequoia Elementary Charter,54721166054340,063636006193,36.375500,-119.03620,0,0,0.0,NA,NA
1563,Crescent Valley Public Charter,54721400123273,063804012734,36.330444,-119.29169,0,0,0.0,NA,NA
1564,Crescent Valley Public Charter II,54721400136507,063804014209,36.330444,-119.29169,0,0,0.0,NA,NA
1565,Sierra Vista Charter High,54722490130708,063993004203,36.211450,-119.34695,0,0,0.0,NA,NA
1566,Accelerated Charter High,54722490133793,063993013976,36.251267,-119.31294,0,0,0.0,NA,NA
1567,Visalia Charter Independent Study,54722560109751,064116011823,36.322031,-119.31288,0,0,0.0,NA,NA
1568,Visalia Technical Early College,54722560120659,064116012503,36.309483,-119.34063,0,0,0.0,NA,NA
1569,Global Learning Charter,54722560135863,064116014140,36.353067,-119.30301,0,0,0.0,NA,NA
1570,Charter Alternatives Academy,54722565430269,064116008423,36.359563,-119.21688,0,0,0.0,NA,NA
1571,Charter Home School Academy,54722566116909,064116008424,36.319659,-119.29380,0,0,0.0,NA,NA
1572,Butterfield Charter,54755230114348,060006412042,36.092496,-119.03786,0,0,0.0,NA,NA
1573,Harmony Magnet Academy,54755230116590,060006412356,36.141552,-119.06275,0,0,0.0,NA,NA
1574,Porterville Military Academy,54755230137968,060006414357,36.092398,-119.03781,0,0,0.0,NA,NA
1575,Golden Lakes Charter,55105530123752,069104612685,37.715192,-120.44677,0,0,0.0,NA,NA
1576,Foothill Leadership Academy,55105530129346,069104613754,37.974736,-120.32179,6468,4620,1155.0,5.6,4.0
1577,California Virtual Academy @ Jamestown,55723630100099,061869010705,34.275868,-118.79798,46756,30169,7458.0,6.269241083400376,4.045186377044784
1578,Gold Rush Charter,55724130112276,063828011827,38.010378,-120.28228,0,0,0.0,NA,NA
1579,Connections Visual and Performing Arts Academy,55724135530191,063828010707,37.964726,-120.24444,0,0,0.0,NA,NA
1580,Vista Real Charter High,56105610109900,069104711537,34.198782,-119.17857,0,0,0.0,NA,NA
1581,Ventura Charter School of Arts and Global Education,56105610112417,069104711829,34.301627,-119.29238,0,0,0.0,NA,NA
1582,BRIDGES Charter,56105610121756,069104712617,34.211586,-118.85627,65817,38078,9473.0,6.9478517892958935,4.019634751398712
1583,River Oaks Academy,56105610122713,069104712801,34.155851,-118.83043,39666,17499,5210.0,7.613435700575816,3.35873320537428
1584,Meadows Arts and Technology Elementary,56105616055974,069104712541,34.193333,-118.84127,81979,42780,11345.0,7.226002644336712,3.7708241516086383
1585,Golden Valley Virtual Charter,56724700120618,062472012513,34.251748,-119.22457,0,0,0.0,NA,NA
1586,Golden Valley Charter,56724705630363,062472010451,34.269480,-119.24550,0,0,0.0,NA,NA
1587,Academy of Arts and Sciences: Thousand Oaks & Simi Valley,56725040127043,062646013069,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1588,Academy of Arts and Sciences: Oxnard & Ventura,56725040127076,062646013077,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1589,Valley Oak Charter,56725205630405,062827010709,34.438095,-119.28226,0,0,0.0,NA,NA
1590,Camarillo Academy of Progressive Education,56725460115105,062927011873,34.225823,-119.05932,0,0,0.0,NA,NA
1591,"Architecture, Construction & Engineering Charter High (ACE)",56725460120634,062927012465,34.208023,-119.07623,0,0,0.0,NA,NA
1592,University Charter Middle School at CSU Channel Islands,56725530111690,063099011832,34.225742,-119.02912,0,0,0.0,NA,NA
1593,University Preparation Charter School at CSU Channel Islands,56725536120620,063099010711,34.227940,-119.04788,0,0,0.0,NA,NA
1594,Somis Academy,56726110100875,063714011366,34.227063,-119.01929,0,0,0.0,NA,NA
1595,IvyTech Charter,56739400121426,062569012564,34.294696,-118.84392,0,0,0.0,NA,NA
